show_id,type,title,director,cast,country,release_year,rating,duration,genres
s6249,Movie,Copper Bill,Brett Bentman,"Dustin Rhodes, Thom Hallum, Arthur RedCloud, Katy Harris, Billy Blair",United States,2020,16+,84 min,"Action, Drama, Suspense"
s6267,Movie,The Tomorrow War,Chris McKay,"Chris Pratt, J.K. Simmons, Yvonne Strahovski, Sam Richardson, Betty Gilpin, Edwin Hodge, Jasmine Mathews, Ryan Kiera Armstrong, Mary Lynn Rajskub",United States,2021,PG-13,138 min,"Action, Adventure, Comedy"
s6297,Movie,The Girl With The Dragon Tattoo,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Robin Wright, Steven Berkoff, Joely Richardson, Stellan Skarsgård, Yorick van Wageningen","United States, Sweden, Norway",2011,R,158 min,"Action, Drama, Suspense"
s6306,Movie,Minority Report,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max Von Sydow, Lois Smith",United States,2002,PG-13,145 min,"Drama, Science Fiction"
s6342,Movie,Unwanted,Edon Rizvanolli,"Adriana Matoshi, Jason de Ridder, Niki Verkaar, Hugo Koolschijn, Celia Nufaar","Kosovo, Netherlands",2018,16+,82 min,Drama
s6410,Movie,Our Friend,Gabriela Cowperthwaite,"Jason Segel, Dakota Johnson, Casey Affleck",United States,2021,R,126 min,"Arts, Entertainment, and Culture, Drama"
s6499,Movie,Carmen,Vicente Aranda,"Paz Vega, Leonardo Sbaraglia, Antonio Dechent, Ginés García Millán","Spain, United Kingdom, Italy",2003,18+,115 min,"Drama, Romance"
s6556,Movie,"Lo and Behold, Reveries of the Connected World",Werner Herzog,"Elon Musk, Dr. Robert Kahn, Kevin Mitnick",United States,2016,PG-13,98 min,Documentary
s6564,Movie,In the Year 2889,Larry Buchanan,"Paul Petersen, Quinn O'Hara, Charla Doherty, Neil Fletcher, Hugh Feagin, Bill Thurman",United States,1967,13+,80 min,"Horror, Science Fiction"
s6574,Movie,Forward. Side. Close!,Alexander Peter Lercher,"Heinz Trixner, Christian Futterknecht, Uschi Glas, Sandra Lipp, Julius Kuhn",Austria,2016,13+,103 min,"Comedy, Drama"
s6608,Movie,Zabardast,Mahesh Kothare,"Pushkar Jog, Manasi Naik, Sanjay Narvekar, Makarand Anaspure, Kishori Ambiye, Priya Berde, Abhiram Bhadkamkar, Vijay Chavan, Bharat Jadhav, Siddarth Jadhav, Rasika Joshi, Mahesh Kothare, Santosh Pawar, Aditya Redij, Sanjiv Talpade, Sunil Tawde, Yohana Vachhani",India,2007,ALL,142 min,"Arts, Entertainment, and Culture"
s6615,Movie,Toofaan,Rakeysh Omprakash Mehra,"Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Supriya Pathak Kapur, Hussain Dalal, Dr.Mohan Agashe, Darshan Kumaar",India,2021,13+,161 min,Sports
s6645,Movie,Full 3 Dhamaal,Mahesh Kothare,"Makarand Anaspure, Prasad Oak, Priya Berde, Suchitra Bandekar, Abhiram Bhadkamkar, Kishori Godbole, Dilip Prabhavalkar, Siddarth Jadhav, Ameya Hunaswadkar, Rasika Joshi, Savita Malpekar, Kranti Redkar, Prema Sakhardande",India,2008,ALL,111 min,Comedy
s6660,Movie,Anari,K. Muralimohana Rao,"Venkatesh Daggubati, Karisma Kapoor, Johnny Lever, Rakhee Gulzar, Suresh Oberoi, Gulshan Grover, Laxmikant Berde, Priya Arun, Beena Banerjee, Adi Irani, Shashi Kiran, Sudha Rani, Raju Shrestha, Subbiraj",India,1993,ALL,171 min,"Comedy, Drama, Romance"
s6693,Movie,Creditors,Ben Cura,"Christian McKay, Andrea Deck, Ben Cura","United Kingdom, Spain",2016,16+,78 min,"Drama, Romance"
s6811,Movie,Capone,Josh Trank,"Tom Hardy, Linda Cardellini, Matt Dillon, Kyle MacLachlan","Canada, United States",2020,R,104 min,"Arts, Entertainment, and Culture, Drama, Suspense"
s6828,Movie,At the Fork,John Papola,"John Papola, Lisa Versaci, Kim Sturla, Jayson Lusk, Temple Grandin, Malcolm DeKryger",United States,2016,16+,95 min,"Documentary, Special Interest"
s6872,Movie,A Lonely Woman,Juven Cavazos,"Youlika Skafida, Beau Yotty",United States,2018,13+,105 min,Drama
s6888,Movie,Jatra,Kedar Shinde,"Bharat Jadhav, Siddarth Jadhav, Viju Khote, Sanjay Khapre, Priya Berde, Vijay Chavan, Upendra Limaye, Kranti Redkar, Amir Tadwalkar, Sunil Tawde, Kushal Badrike, Munir Baghman, Mohan Bagode, Vandan Bakmis, Shankar Bhake, Jaiwant Bhalekar, Dilip Budhkar, Kishore Chougule, Kamlakar Satputhe",India,2005,ALL,138 min,Comedy
s6897,Movie,Tyfelstei - an alpine horror tale,"Chris Bucher, Severin Gmünder","Tobias Fischer, Lisa Maria Bärenbold, Walter Andreas Müller, Hans-Peter Ulli, Joel Singh, Isabelle Flachsmann, Jonathan Konrad, Chris Bucher",Switzerland,2021,16+,104 min,"Horror, Suspense"
s7000,Movie,Separate Lives,David Madden,"James Belushi, Linda Hamilton, Vera Miles, Elisabeth Moss",United States,1995,R,102 min,"Drama, Suspense"
s7001,Movie,Secret Window,David Koepp,"Johnny Depp, John Turturro, Maria Bello, Timothy Hutton",United States,2004,PG-13,96 min,"Horror, Suspense"
s7009,Movie,Patriot Games (4K UHD),Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, James Earl Jones, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman",United States,1992,R,117 min,Drama
s7030,Movie,Finding Ophelia,Stephen Rutterford,"Jimmy Levar, Christina Chu-Ryan, Ira Grossman, Alexandra Lyon",United States,2021,16+,73 min,"Romance, Suspense"
s7033,Movie,Emerald Run,Eric Etebari,"David Chokachi, Yancy Butler, Sean Burgos, Michael Pare, Chris Mulkey, John Schneider, Vernon Wells, Steven Williams, Stephen Cloud, Jonathan Jose Quintana, Adam Gifford, Manuel Soro, Marialisa Caruso, Anthony Caruso",United States,2021,16+,90 min,"Action, Drama, Suspense"
s7038,Movie,Dawn of the Beast,Bruce Wemple,"Adrian Burke, Ariella Mastroianni, Grant Schumacher, Anna Shields, Lejon Woods, Chris Cimperman, Willard Morgan, Francesca Anderson",United States,2021,16+,83 min,"Horror, Suspense"
s7042,Movie,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",2002,PG-13,141 min,Suspense
s7043,Movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,"Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Luenell, Bob Barr, David Corcoran, Mitchell Falk, Alan Keyes","United States, United Kingdom, Kazakhstan",2006,R,84 min,Comedy
s7060,Movie,The Florentine,Nick Stagliano,"Jeremy Davies, Virginia Madsen, Luke Perry, Mary Stuart Masterson",United States,1999,R,104 min,"Comedy, Drama"
s7067,Movie,Tracers,Daniel Benmayor,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron",United States,2015,PG-13,94 min,"Action, Suspense"
s7164,Movie,Mere Dad Ki Maruti,Ashima Chibber,"Saqib Saleem, Rhea Chakraborty, Ram Kapoor, Prabal Panjabi, Benazir Shaikh, Ravi Kishan",India,2013,13+,101 min,"Comedy, International"
s7168,Movie,Let's Dream,Eric Gorlow,"Eric Gorlow, Kara Schaaf, Douglas M. Eames",United States,2021,16+,95 min,"Horror, Science Fiction, Suspense"
s7266,Movie,The Dangerous Lives of Altar Boys,Peter Care,"Emile Hirsch, Kieran Culkin, Vincent D'Onofrio, Jena Malone, Jake Richardson",United States,2002,R,105 min,"Comedy, Drama"
s7304,Movie,Shadowplay,Tony Pietra Arjuna,"Tony Eusoff, Juria Hartmans, Stephen Rahman Hughes, Radhi Khalid, Susan Lankester",Malaysia,2019,16+,90 min,"Science Fiction, Suspense"
s7314,Movie,Eggs,John Michael Williams,"Joe Pantoliano, Brooke Shields, Sandra Bernhard, Gary Litman, Nancy Kerrigan, James Woods, Tara Sands","Poland, United States",2021,7+,87 min,"Animation, Kids"
s7335,Movie,Raja The Great (Malayalam),Anil Ravipudi,"Ravi Teja, Mehreen, Raadhika, Vivan Bhatena, Rajendra Prasad, Prakash Raj, Sampath Raj, Sai Kumar",India,2017,13+,150 min,"Action, Comedy"
s7337,Movie,Nancy,Christina Choe,"Andrea Riseborough, Steve Buscemi, Ann Dowd, John Leguizamo, J. Smith-Cameron, Virginia Kull, Olli Haaskivi, Owen Campbell",United States,2018,13+,85 min,"Horror, Suspense"
s7412,Movie,Dostana,Tarun Mansukhani,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Kirron Kher, Bobby Deol, Boman Irani, Sushmita Mukherjee","India, United States",2008,13+,142 min,"Comedy, International"
s7417,Movie,Chashme Bahaddar,Vijay Patkar,"Sanjay Narvekar, Dipali Sayyad, Vijay Chavan, Johnny Lever, Rajpal Yadav, Deepak Shirke, Sahil Shirvaikar, Jaiwant Bhalekar, Kishori Ambiye, Purnima Ahire, Vijay Kadam, Jayraj Nair, Arun Nalawade, Sunil Pal, Nisha Parulekar, Kamlakar Satputhe, Sunil Tawde",India,2006,ALL,146 min,Comedy
s7482,Movie,Permanent Midnight,David Veloz,"Ben Stiller, Elizabeth Hurley, Janeane Garofalo, Maria Bello, Owen Wilson, Cheryl Ladd",United States,1998,R,88 min,Drama
s7506,Movie,The Priest (Telugu),Jofin T. Chacko,"Mammootty, Manju Warrier, Ameya Mathew, Nikhila Vimal, Baby Monica",India,2021,13+,145 min,Suspense
s7667,Movie,The Whistleblower,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Benedict Cumberbatch, Liam Cunningham, Luke Treadaway","Canada, Germany",2011,R,112 min,"Action, Drama, Suspense"
s7727,Movie,Karma Cartel,Vinod Bharathan,"Vinay Forrt, Sabumon Abdusamad, Jinu Joseph, Tony Luke, Shani Shaki, Franko Manjilla, Ahamed Shaheen, Rohini Idiccula","India, Denmark",2014,13+,101 min,"Drama, Suspense"
s7738,Movie,He Who Lives In Hidden Lakes,Zach Lona,"Kevin K. Gomez, Sarah Kopp, Lucas Lona, Rachel O'Connell, Charlie Bain, Arash Fakhrabadi, Helen Liaskos-Lona, Moriah Martel, Emily Camp, Vincent Banks, Katherine Bellantone, Eddie Lynch, Ali de Rosas, Dom Udell, Daphne Nitsuga, Patrys Jean Destin, Shannon Angel, John McDonnell, Derek Johnson, Pete Laughlin, Nora King, Alan Prince, Chrissy Rejcek, Jordan Bridgman, Jeremiah Davis, Trina Love, Martin Davis, Nick Alonzo, Anthony Gibson, Zach Lona",United States,2019,13+,96 min,"Action, Science Fiction, Suspense"
s7753,Movie,Conjuring the Genie,Scott Jeffrey,"Sarah T. Cohen, Megan Purvis, Barbara Dabson, Nicola Wright, Amanda-Jade Tyler",United Kingdom,2021,18+,91 min,"Horror, Suspense"
s7916,Movie,Montana,Jennifer Leitzes,"Philip Seymour Hoffman, Kyra Sedgwick, Stanley Tucci, Robin Tunney, Robbie Coltrane, John Ritter, Ethan Embry",United States,1998,R,96 min,"Action, Adventure, Comedy"
s8089,Movie,Scenes of a Sexual Nature,Ed Blum,"Tom Hardy, Ewan McGregor, Mark Strong, Andrew Lincoln, Hugh Bonneville, Gina McKee, Catherine Tate, Douglas Hodge, Polly Walker",United Kingdom,2006,16+,92 min,"Comedy, Drama, Romance"
s8092,Movie,Santa Who?,William Dear,"Leslie Nielsen, Robyn Lively, Steven Eckholdt, Tommy Davidson, Max Morrow",United States,2000,ALL,92 min,Comedy
s8105,Movie,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, James Earl Jones, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman[",United States,1992,R,117 min,"Action, Drama, Suspense"
s8144,Movie,Daredevil,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Joe Pantoliano, Jon Favreau, Michael Clarke Duncan, Colin Farrell, David Keith","United States, Switzerland",2003,PG-13,104 min,Action
s8158,Movie,"Big Mommas: Like Father, Like Son",John Whitesell,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas",United States,2011,PG-13,107 min,Comedy
s8162,Movie,Armageddon,Michael Bay,"Bruce Willis, Billy Thornton, Liv Tyler, Ben Affleck, Will Patton, Peter Stormare, Keith David",United States,1998,PG-13,151 min,"Action, Adventure"
s8208,Movie,Dirty 30,Andrew Bush,"Mamrie Hart, Grace Helbig, Hannah Hart",United States,2016,PG-13,87 min,Comedy
s8216,Movie,Blue Mountain State: The Rise Of Thadland,Lev L. Spiro,"Alan Ritchson, Chris Romano, Darin Brooks, James Cade, Frankie Shaw",United States,2016,R,90 min,Comedy
s8258,Movie,Stuart Little 2,Rob Minkoff,"Geena Davis, Michael J. Fox, Hugh Laurie, Nathan Lane, Jonathan Lipnicki, Melanie Griffith, James Woods, Steve Zahn, Rachael Harris",United States,2002,PG,78 min,"Comedy, Kids, Science Fiction"
s8267,Movie,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrance, Krysten Ritter, Geoff Stults, Lindsay Sloane, Kyle Bornheimer",United States,2010,R,105 min,"Comedy, Romance"
s8278,Movie,Parents,Bob Balaban,"Randy Quaid, Mary Beth Hurt, Sandy Dennis, Bryan Madorsky","Canada, United States",1989,R,82 min,"Comedy, Horror, Suspense"
s8315,Movie,Frailty,Bill Paxton,"Bill Paxton, Matthew McConaughey, Powers Boothe, Luke Askew, Jeremy Sumpter, Matt O'Leary","United States, Germany, Italy",2002,R,100 min,"Drama, Suspense"
s8318,Movie,Experimenter,Michael Almereyda,"Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Edoardo Ballerini, Kellan Lutz, Dennis Haysbert, Danny Abeckaser, Taryn Manning, Anton Yelchin",United States,2016,PG-13,98 min,Drama
s8333,Movie,Cinderella,Kay Cannon,Camila Cabello,"United States, United Kingdom",2021,PG,112 min,"Comedy, Fantasy, Kids"
s8343,Movie,Ape vs. Monster,Daniel Lusko,"Eric Roberts, Arianna Scott, Katie Sereika, Shayne Hatigan",United States,2021,16+,88 min,Science Fiction
s8367,Movie,Aashiqui 2,Mohit Suri,"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya, Chitrak Bandyopadhyay, Bugs Bhargava, Ashish Bhatt, Gagan Gupta, Shubhangi Latkar, Soumyajit Majumdar, Nickk, Milind Phatak, Shekhar Shukla, Mahesh Thakur",India,2013,ALL,127 min,"International, Romance"
s8399,Movie,Brutus vs Cesar,Kheiron,"Kheiron, Thierry Lhermitte, Gérard Darmon, Ramzy Bedia",France,2020,PG-13,88 min,Comedy
s8452,Movie,A War,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Dar Salim, Dulfi Al-Jabouri","Denmark, France",2016,R,115 min,"Drama, International"
s8505,Movie,Yakuza Apocalypse,Takashi Miike,"Hayato Ichihara, Riko Narumi, Lily Franky, Yayan Ruhian","Japan, France",2015,18+,115 min,"Action, Horror"
s8548,Movie,Giant Little Ones,Keith Behrman,"Josh Wiggins, Darren Mann, Taylor Hickson",Canada,2019,R,93 min,"Drama, Young Adult Audience"
s8569,Movie,The Report,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Corey Stoll, Maura Tierney, Michael C. Hall, Ted Levine, Tim Blake Nelson",United States,2019,R,120 min,Military and War
s8570,Movie,The Priest (Tamil),Jofin T. Chacko,"Mammootty, Manju Warrier, Ameya Mathew, Nikhila Vimal, Baby Monica",India,2021,13+,145 min,Suspense
s8691,Movie,Irish Jam,John Eyres,"Dudley Sutton, Eddie Griffith, Anna Friel","United Kingdom, United States",2006,PG-13,94 min,Comedy
s8781,Movie,Attack the Block,Joe Cornish,"Adam Buxton, Jodie Whittaker, John Boyega, Alex Esmail, Franz Drameh, Leeon Jones, Simon Howard, Jumayn Hunter, Nick Frost, Luke Treadaway",United Kingdom,2011,R,88 min,"Action, Adventure, Science Fiction"
s8826,Movie,Sunny (4K UHD),Ranjith Sankar,Jayasurya,India,2021,PG-13,93 min,"Drama, Suspense"
s8827,Movie,Sunny,Ranjith Sankar,Jayasurya,India,2021,PG-13,93 min,"Drama, Suspense"
s8849,Movie,Copperman,Eros Puglielli,"Luca Argentero, Galatea Ranzi, Antonia Truppo",Italy,2019,7+,100 min,"Action, Drama, Fantasy"
s8851,Movie,"An American Girl Story: Summer Camp, Friends For Life",Alison McDonald,"Zoe Manarel, Alison Fernandez, Lauren Donzis, Camryn Manheim, Monique Green",United States,2017,ALL,32 min,Kids
s8907,Movie,Beautiful Joe,Stephen Metcalfe,"Sharon Stone, Billy Connolly, Ian Holm","United States, United Kingdom",2000,13+,92 min,"Comedy, Drama"
s8983,Movie,Zana,Antoneta Kastrati,"Adriana Matoshi, Astrit Kabashi, Fatmire Sahiti, Mensur Safqiu, Vedat Bajrami, Irena Cahani, Shengyl Ismaili, Bislim Muçaj, Çun Lajçi, Ilire Vinca Celaj","Kosovo, Albania, United States, Georgia",2020,18+,96 min,Drama
s9042,Movie,Windcroft,Evan Meszaros,"Joe Ryan, Vanessa Daniels, Monica Knight, Ray Wasik, Amanda Renee Knox",United States,2007,18+,94 min,"Drama, Horror, Suspense"
s9070,Movie,The Grudge 2,Takashi Shimizu,"Amber Tamblyn, Arielle Kebbel, Jennifer Beals, Edison Chen, Sarah Roemer, Sarah Michelle Gellar","United States, Japan",2006,PG-13,102 min,Horror
s9097,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, John Diehl","United States, France",1994,PG-13,121 min,"Science Fiction, Suspense"
s9116,Movie,Resident Evil: Retribution (4K UHD),Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing","Germany, Canada, United States, France, United Kingdom",2012,R,96 min,"Action, Horror, Science Fiction"
s9117,Movie,Resident Evil: Retribution,Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing","Germany, Canada, United States, France, United Kingdom",2012,R,96 min,"Action, Science Fiction"
s9133,Movie,Once Upon A Time In Mexico,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke, Eva Mendes, Danny Trejo, Enrique Iglesias, Marco Leonardi, Cheech Marin, Ruben Blades, Willem Dafoe","United States, Mexico",2003,R,102 min,"Action, Adventure, Drama"
s9165,Movie,Last Action Hero (4K UHD),John McTiernan,"Danny DeVito, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae, Tom Noonan, Robert Prosky, Anthony Quinn, Mercedes Ruehl, Austin O'Brien",United States,1993,PG-13,131 min,"Action, Adventure, Comedy"
s9166,Movie,Last Action Hero,John McTiernan,"Danny DeVito, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance, Frank McRae, Tom Noonan, Robert Prosky, Anthony Quinn, Mercedes Ruehl, Austin O'Brien",United States,1993,PG-13,131 min,"Action, Comedy"
s9167,Movie,Lara Croft Tomb Raider: The Cradle of Life (4K UHD),Jan De Bont,"Angelina Jolie, Gerard Butler, Noah Taylor, Ciaran Hinds, Djimon Hounsou, Til Schweiger, Christopher Barrie, Simon Yam, Terence Yin, Fabiano Martell","United States, Germany, Japan, United Kingdom, Hong Kong",2003,PG-13,117 min,"Action, Adventure, Drama"
s9184,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Jeffrey Jones, Gene Hackman, Nora Dunn, Sarah Silverman, Zach Galifianakis, Anne Bancroft",United States,2001,PG-13,124 min,Comedy
s9205,Movie,Exorcist: The Beginning,Renny Harlin,"Rupert Degas, Stellan Skarsgard, Izabella Scorupco, James D'Arcy, Ralph Brown, Ben Cross, David Bradley",United States,2004,R,113 min,"Action, Adventure, Horror"
s9212,Movie,Duplicity,Tony Gilroy,"Clive Owen, Julia Roberts, Tom Wilkinson, Paul Giamatti, Dan Daily, Lisa Roberts Gillan, David Shumbris, Rick Worthy, Oleg Shtefanko, Denis O'Hare, Kathleen Chalfant, Khan Baykal, Thomas McCarthy, Wayne Duvall, Fabrizio Brienza, Lucia Grillo, Carrie Preston, Conan McCarty, Kirby Mitchell, Christopher Denham, Christopher Mann, Seth Kirschner, Karl Bury, Happy Anderson, James Cronin, Esther Pringle, Mary Anne Prevost, Annabel Seymour, Sandy Hamilton, Ulrich Thomsen, Helen Elswit, George Aloi, Sakinah Bingham, Maria Di Angelis, Cassidy Gard, Ronald E. Giles, Jeff Grossman, Moe Hindi, Emily Hughes, Michael Jeremiah, Edgar Jimz, Edward M. Kelahan, Arnold Y. Kim, Ashley Klein, Stanley Krajewski, Frosty Lawson, Evan Lewis, Kimberly Magness, Chris Margaritis, Cristina Marie, Michele Melega, Alexi Melvin, Eliezer Meyer, Christopher Moser, Andrea Osv??rt, Gina Priano, D. Justyn Ryan, Ken Sladyk, Brandon Slagle, Robert T. Striem, Nico Toffoli, Tamara Torres, Darly Wanatick","United States, Germany",2009,PG-13,125 min,"Drama, Suspense"
s9217,Movie,Die Hard,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia",United States,1988,R,132 min,Suspense
s9327,Movie,Gli Onorevoli,Sergio Corbucci,"Peppino De Filippo, Totò",Italy,1963,13+,99 min,Comedy
s9360,Movie,Top Five,Chris Rock,"Chris Rock, Rosario Dawson, Gabrielle Union, Cedric The Entertainer, J.B. Smoove, Tracy Morgan, Kevin Hart",United States,2014,R,102 min,Comedy
s9375,Movie,Prometheus (4K UHD),Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron, Sean Harris","United States, United Kingdom",2012,R,124 min,Science Fiction
s9376,Movie,Prometheus,Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron","United States, United Kingdom",2012,R,124 min,"Horror, Science Fiction, Suspense"
s9412,Movie,Wishmaster,Robert Kurtzman,"Andrew Divoff, Kane Hodder, Robert Englund, Tammy Lauren, Tony Todd",United States,1997,R,90 min,"Horror, Science Fiction"
s9422,Movie,The Dark Dance,Mauro John Capece,"Franco Nero, Corinna Coroneo, Flavio Sciolé, Daphne Scoccia, Michela Bruni, Giorgia Trasselli","Italy, Canada",2020,16+,102 min,"Drama, LGBTQ"
s9443,Movie,Moonwalkers,Antoine Bardou-Jacquet,"Rupert Grint, Ron Perlman, Robert Sheehan","France, Belgium",2015,R,93 min,"Action, Comedy"
s9458,Movie,Die Hard 2 (4K UHD),Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald Veljohnson, Franco Nero, William Sadler, John Amos",United States,1990,R,123 min,"Action, Adventure"
s9494,Movie,Magari resto (Maybe I'll stay),Mario Parruccini,"Caterina Misasi, Enrico Lo Verso, Pietro De Silva, Veronica Maya, Emiliano De Martino, Rosaria De Cicco, Lucio Bastolla, Felice Avella, Pier Luigi Misasi, Sebastiano Gavasso, Valentina Corti, Noemi Giangrande, Andrea Napoleoni, Antonio Braucci",Italy,2020,13+,97 min,"Comedy, Drama"
s9499,Movie,La Cambiale,Camillo Mastrocinque,"Vittorio Gassman, Totò, Ugo Tognazzi",Italy,1959,13+,105 min,Comedy
s9504,Movie,I Motorizzati,Camillo Mastrocinque,"Nino Manfredi, Ugo Tognazzi","Italy, Spain",1962,16+,94 min,Comedy
s9563,Movie,Basement Jack,Michael Shelton,"Eric Peter-Kaiser, Lynn Lowry, Tiffany Shepis, Billy Morrison, Michele Morrow",United States,2009,18+,93 min,Horror
s9566,Movie,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina","United States, Canada",2017,R,110 min,Drama
s9605,Movie,Bride Wars,Gary Winick,"Kate Hudson, Anne Hathaway, Kristen Johnston, Bryan Greenberg, Candice Bergen",United States,2009,PG,89 min,Comedy
s9615,Movie,What Happens in Vegas,Tom Vaughan,"Cameron Diaz,  Ashton Kutcher,  Rob Corddry,  Lake Bell",United States,2008,PG-13,99 min,Comedy
s9642,Movie,Marley & Me,David Frankel,"Owen Wilson, Jennifer Aniston",United States,2008,PG,116 min,"Comedy, Drama, Kids"
s9644,Movie,Love & Other Drugs,Edward Zwick,"K K, Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria, Josh Gad, Gabriel Macht",United States,2010,R,112 min,"Comedy, Drama"
s9645,Movie,Little Miss Sunshine,"Jonathan Dayton, Valerie Faris","Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Steve Carell, Toni Collette, Grant Hayes, Justin Shilton, Alissa Anderegg, Jerry Giles, Beth Grant",United States,2006,R,103 min,"Comedy, Drama"
